drug_name,smiles,molecular_weight,num_atoms,num_heavy_atoms,num_bonds,num_rings,num_aromatic_rings,num_saturated_rings,num_aliphatic_rings,tpsa,logp,molar_refractivity,num_hbd,num_hba,num_rotatable_bonds,num_sp3_carbons,formal_charge,num_positive_charges,num_negative_charges,sa_score,num_carbons,num_nitrogens,num_oxygens,num_sulfurs,num_halogens,num_heteroatoms,fr_amide,fr_ester,fr_ether,fr_ketone,fr_aldehyde,fr_COO,fr_amine,fr_aromatic,fr_benzene,fr_pyridine,fr_pyrimidine,fr_pyrazole,fr_imidazole,fr_thiazole,fr_oxazole,fr_phenol,fr_aniline,fr_halogen,fr_alkyl_halide,fr_benzodiazepine,fr_bicyclic,fr_urea,fr_sulfonamide,fr_thiophene,fr_furan,fr_pyrrole,fr_azide,fr_aziridine,fr_epoxide,fr_oxirane,ecfp4_density,ecfp4_bits,ecfp6_density,ecfp6_bits,maccs_density,maccs_bits,balaban_j,bertz_ct,kier_flexibility,kier_shape1,kier_shape2
(R)-Verapamil (hydrochloride),CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,0.18406261754157224,4.276666119016055,3.5263605246161616,4.290459441148391,1.0986122886681098,1.0986122886681098,0.0,0.0,-0.5571196909041175,0.9754899731163994,0.4277187347810795,0.0,1.9459101490553132,3.044522437723423,0.0,0.0,0.0,0.0,0.0,3.332204510175204,1.0986122886681098,1.6094379124341003,0.0,0.0,1.9459101490553132,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3484848484848485,0.3484848484848485,0.32663316582914576,0.32663316582914576,0.3548387096774193,0.3548387096774194,0.8674587354864525,0.3302296465765195,-0.35196020331504646,0.7560782506734828,0.49811936210794483
(S)-Crizotinib,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,0.16113291531078738,3.970291913552122,3.4339872044851463,4.02535169073515,1.6094379124341003,1.3862943611198906,0.6931471805599453,0.6931471805599453,-0.33798418023586996,0.9514341369220487,0.11775725363791001,1.0986122886681098,1.9459101490553132,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,3.091042453358316,1.791759469228055,0.6931471805599453,0.0,1.3862943611198906,2.302585092994046,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.45454545454545453,0.3969849246231156,0.3969849246231156,0.5161290322580644,0.5161290322580646,-0.5968079838834826,-0.06968092449169858,0.2648053843288932,0.030151449076470375,-0.13424825342411084
18β-Glycyrrhetinic acid,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,0.2705085624496202,4.394449154672439,3.5553480614894135,4.442651256490317,1.791759469228055,0.0,1.6094379124341003,1.791759469228055,-0.39089510482029727,1.5486600160049675,0.4566203526751694,1.0986122886681098,1.6094379124341003,2.302585092994046,0.0,0.0,0.0,0.0,0.0,3.4339872044851463,0.0,1.6094379124341003,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42424242424242425,0.42424242424242425,0.3869346733668342,0.3869346733668342,0.31182795698924726,0.31182795698924737,-0.04621256174319342,0.6118815736454035,-0.5221609227668775,-0.3379641234673213,-0.5658611574581408
4EGI-1,C1=CC=C(C(=C1)CC(=NNC2=NC(=CS2)C3=CC(=C(C=C3)Cl)Cl)C(=O)O)[N+](=O)[O-],0.16621765471780262,3.7376696182833684,3.4011973816621555,3.784189633918261,1.3862943611198906,1.3862943611198906,0.0,0.0,0.2821193695397339,0.9873137337016317,0.04813285596736585,1.0986122886681098,2.1972245773362196,2.0794415416798357,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,2.9444389791664403,1.6094379124341003,1.6094379124341003,0.6931471805599453,1.0986122886681098,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40151515151515155,0.40151515151515155,0.36180904522613067,0.36180904522613067,0.5698924731182795,0.5698924731182796,-0.4492488170326491,-0.33012991600512437,1.3451044646952715,0.07055311546607271,0.12092089721862787
5-Azacytidine,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,-0.9468565264261599,3.4011973816621555,2.8903717578961645,3.4339872044851463,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6879258707772299,-2.6129388327417042,-1.1635893199128104,1.6094379124341003,2.302585092994046,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,1.6094379124341003,1.791759469228055,0.0,0.0,2.302585092994046,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878787878787879,0.2878787878787879,0.2361809045226131,0.2361809045226131,0.5268817204301074,0.5268817204301076,0.20889167577966286,-1.018023278508966,-0.8273056341046356,-0.8697265593540434,-0.8107478731965188
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,-1.560298623448525,2.5649493574615367,2.302585092994046,2.5649493574615367,0.6931471805599453,0.6931471805599453,0.0,0.0,-0.5294936329352572,-1.5833334060268611,-1.695896851971195,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.0986122886681098,1.0986122886681098,0.0,0.6931471805599453,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10606060606060608,0.10606060606060608,0.09045226130653267,0.09045226130653267,0.29032258064516125,0.29032258064516137,1.1743558553470532,-1.42861148273648,-1.1910466156263204,-1.3835056937029508,-1.1011725198613544
8-Hydroxyquinoline,C1=CC2=C(C(=C1)O)N=CC=C2,-1.479227667342817,2.9444389791664403,2.4849066497880004,2.995732273553991,1.0986122886681098,1.0986122886681098,0.0,0.0,-1.0383125537176554,-0.3939638667753268,-1.374001918116033,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.12121212121212122,0.12060301507537688,0.12060301507537688,0.11827956989247307,0.1182795698924731,0.4137396687869752,-1.2050406126612665,-1.4546145284112457,-1.3047535065849032,-1.1371740008794138
9-ING-41,CN1C=C(C2=CC3=C(C=C21)OCO3)C4=C(C(=O)NC4=O)C5=COC6=C5C=C(C=C6)F,-0.08607356968647487,3.784189633918261,3.4339872044851463,3.8918202981106265,1.9459101490553132,1.6094379124341003,0.0,1.0986122886681098,-0.26447077174246203,0.22246150598383307,-0.11287586050364677,0.6931471805599453,1.9459101490553132,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,3.1354942159291497,1.0986122886681098,1.791759469228055,0.0,0.6931471805599453,2.1972245773362196,1.0986122886681098,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.36363636363636365,0.34673366834170855,0.34673366834170855,0.4946236559139784,0.4946236559139786,-0.8588799302151383,0.04612773570908105,0.7111909261288479,-0.5942578246261676,-0.7560957882642261
APTO-253,CC1=C(C2=C(N1)C=CC(=C2)F)C3=NC4=C5C=CC=NC5=C6C(=C4N3)C=CC=N6,-0.284765405753809,3.7612001156935624,3.367295829986474,3.871201010907891,1.9459101490553132,1.9459101490553132,0.0,0.0,-0.45878965406580124,1.0458765331910194,-0.04130168570051888,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,3.1354942159291497,1.791759469228055,0.0,0.0,0.6931471805599453,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878787878787879,0.2878787878787879,0.2914572864321608,0.2914572864321608,0.2473118279569892,0.24731182795698928,-0.7431474509735746,0.2017000352194903,0.22788914602262705,-0.6694658705851161,-0.8209142728312493
AT7519,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,-0.20487157219581456,3.7612001156935624,3.258096538021482,3.8066624897703196,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,-0.011466026163238918,-0.17234437189707782,-0.2928862269986984,1.6094379124341003,1.6094379124341003,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,2.833213344056216,1.791759469228055,1.0986122886681098,0.0,1.0986122886681098,2.302585092994046,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3106060606060606,0.3106060606060606,0.2814070351758794,0.2814070351758794,0.5161290322580644,0.5161290322580646,-0.46363325912343745,-0.4935585900977279,-0.025190891021618395,-0.1599845088055291,-0.16945200158864873
